"White","Black","Pawn","Bishop","Knight","Rook","King","Queen","From","To","WhiteTurn"
"75562871","-145522545745985536","70650236401416960","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303424512","25","40","false"
"75561855","-144396628692828160","71776119128390400","2594073385365405732","4611686052795514882","-9151314442816847807","1152921504606846992","576460752303423496","11","27","true"
"209777535","-144396628692828160","71776119262606080","2594073385365405732","4611686052795514882","-9151314442816847807","1152921504606846992","576460752303423496","55","47","false"
"75627389","-144396628692828160","71776119128390400","2594073385365405732","4611686052795580416","-9151314442816847807","1152921504606846992","576460752303423496","51","43","false"
"10542975","-144396663019012096","71776119063371520","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","25","40","false"
"10542975","-144678133700755456","71494648381628160","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","8","24","true"
"27319935","-144678133700755456","71494648398405120","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","54","38","false"
"274880061311","-144678133700755456","71494648381628160","2594073385365405732","4611686293338849282","-9151314442816847807","1152921504606846992","576460752303423496","25","35","false"
"10542975","-144395563540938752","71776119063371520","2594073385365405732","4611687117947404290","-9151314442816847807","1152921504606846992","576460752303423496","1","16","true"
"10608509","-144395563540938752","71776119063371520","2594073385365405732","4611687117947469824","-9151314442816847807","1152921504606846992","576460752303423496","50","42","false"
"1082179455","-144396663019012096","71776120135008000","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","56","57","false"
"1082179455","-153368677901664256","62804105252355840","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","23","38","true"
"1619042175","-153368677901664256","62804105789218560","2594073385365405732","4611686018469330946","-9151314442816847807","1152921504606846992","576460752303423496","60","53","false"
"275951697791","-153368677901664256","62804105252355840","2594073385365405732","4611686293338849282","-9151314442816847807","1152921504606846992","576460752303423496","48","32","false"
"1082179455","-72339068981084160","71776120135008000","2594073385365405732","4611686018469330946","-9079256848778919871","1152921504606846992","576460752303423496","6","7","true"
"1082179519","-72339068981084160","71776120135008000","2594073385365405732","4611686018469330946","-9079256848778919807","1152921504606846992","576460752303423496","48","40","false"
"1216395135","-72339068981084160","71776120269223680","2594073385365405732","4611686018469330946","-9079256848778919871","1152921504606846992","576460752303423496","25","40","false"
